Soil_ID,latitude,longitude,Depth_cm,Texture,pH,Organic_Matter_%,Moisture_Content_%,Bulk_Density_g/cm³,Nitrogen_N_ppm,Phosphorus_P_ppm,Potassium_K_ppm,Cation_Exchange_Capacity_meq/100g,Electrical_Conductivity_dS/m,Soil_Color,Porosity_%,Water_Holding_Capacity_%
23279,16.50247552,91.36431958,29.96378221,clayey,7.714520998,9.305195058,23.44272112,1.51786342,127.0844872,24.97823359,350.8559212,12.03691415,4.897803178,brown,25.70790963,32.45361871
23519,15.7301054,89.96081052,13.76296442,loamy,6.914107145,2.478657249,9.291128422,1.322040345,199.5728721,39.87609033,205.5771531,24.16799832,1.63480573,brown,33.15109244,58.40300552
23572,13.34819996,93.53179452,11.87772328,loamy,6.392731865,3.436718551,28.06682043,1.512645869,112.6773417,41.6139952,246.2603607,13.87732142,3.374693624,brown,33.44208543,31.60102997
23592,35.52903434,80.71406763,14.17248264,clayey,6.141978298,7.19140443,25.22269738,1.392603529,67.28963796,43.72637155,235.9170081,39.76810105,0.410584291,yellow,33.33803051,46.99715484
23634,8.070327844,72.45289925,16.74217836,sandy,5.537276543,1.003703401,32.26767161,1.254479376,141.5197081,17.98491621,232.4163498,11.80212941,3.389551274,red,43.40058493,31.88588672
23665,21.65166171,81.12496274,18.45816361,loamy,8.58610155,2.446418582,18.745763,1.380655587,141.0066548,29.94180935,146.4910335,36.92703459,4.965600506,yellow,30.99243729,52.2543743
23787,29.66345839,91.58814826,28.51178672,clayey,5.376915254,3.680842866,25.298626,1.54055653,161.7934105,36.05249569,387.9469525,26.14920026,1.436416158,brown,34.87980654,34.56596914
23804,17.05863011,77.69679656,12.03731898,clayey,5.402683764,3.361832331,33.9526242,1.068733461,56.96721886,43.90349007,336.294093,25.85225671,0.850681511,black,45.41219939,32.51343516
23882,32.93675862,86.1849996,22.51750726,sandy,6.843567218,8.854202812,18.31864784,0.989504408,117.0949835,30.6866939,105.1532833,14.0479877,1.125193615,brown,37.26022157,37.78099539
23909,13.50848996,86.88063241,20.49968459,loamy,4.575704856,6.916236873,34.94955838,1.120638412,7.332250201,27.2432117,270.5187569,15.26748049,3.824617379,yellow,42.85134205,51.68423915
24063,27.19421563,84.67305192,27.54509872,clayey,8.523459714,5.674926156,10.02800929,0.959625573,129.2280405,14.79027943,179.3607035,10.48750156,4.838803428,yellow,48.18667037,22.01663617
24140,20.7560533,84.30359858,6.0741633,sandy,8.470290326,6.972632206,6.540955153,0.815278961,86.91813994,18.45104831,144.3520734,25.60079464,1.35456549,brown,29.18714524,49.91781188
24151,15.34502755,80.21329652,10.23617256,sandy,7.235010941,5.412882618,8.038669769,1.485298677,155.0312368,19.26876319,330.3155082,38.69956227,2.286751121,brown,33.08004194,26.39088721
24350,13.77630014,95.03983574,23.87747535,sandy,4.752489404,1.313126462,19.41384108,1.029922681,142.0639862,17.38898851,160.3392845,23.48385787,1.585130881,brown,25.31070133,20.38131528
24460,31.30009181,86.59341425,23.67417473,clayey,4.497456963,2.332483941,14.33508928,1.399829933,74.97864036,12.06623528,317.7401268,26.70894155,3.292867606,brown,39.15631382,45.70476053
24499,24.5001703,72.8197787,11.29094956,loamy,6.608536101,6.81180644,11.47065867,0.885340937,144.2224318,47.27299331,212.2266138,16.75932575,4.157076792,yellow,49.47145157,22.00451463
24526,32.97561312,68.27585293,8.738837996,sandy,5.778053476,7.286406873,33.40990481,0.962459709,86.43756225,28.45802735,353.1031554,13.50987016,0.856704114,brown,38.79581161,46.44921572
24561,15.54525081,70.07273407,9.272786381,clayey,5.759469769,8.437989788,12.96409073,0.95453114,134.8623058,37.35137681,190.9685613,10.87662087,3.581062792,red,36.62573908,54.09504548
24615,25.15890978,89.57341963,8.123939199,loamy,7.914472449,9.577869684,29.45674667,1.090793462,117.0421759,13.96164415,174.9234872,21.79850652,4.919479114,yellow,29.29460696,48.5333039
24616,15.34576072,89.3481263,17.23836036,loamy,6.433674043,7.563835649,6.912161666,1.094051673,14.90094045,10.48988652,322.037814,29.60895522,2.487622152,red,38.79464208,49.05079554
24890,16.586208,69.77515481,23.9742455,sandy,4.918287354,7.188176085,17.19585279,0.901698419,50.65471068,43.51709171,186.2280763,30.97282231,3.504433648,red,25.3015462,42.54589895
24892,27.24897081,73.07628796,9.897983502,loamy,5.908997415,2.411521571,26.13323854,0.971185095,106.7594035,28.51090532,238.1138901,37.86567264,3.482443525,black,41.88102676,39.00812866
25033,23.51471201,86.13258171,23.12999289,loamy,6.942544938,6.58398766,18.87490292,1.363575614,165.0917128,21.18436613,151.043037,39.4026964,4.513881831,yellow,48.13749814,38.40309271
25065,11.22262001,70.05102731,22.84009983,clayey,5.440240297,7.228130239,8.205224048,0.953011314,63.32447746,12.40480545,353.8885027,37.44468586,0.962087725,brown,33.12277275,59.23216474
25089,21.57520731,68.30774474,10.47206536,sandy,6.935644942,4.105031054,34.71315498,1.488653326,142.5829823,14.10642842,295.8799083,22.28333256,2.975669242,yellow,45.17525208,24.3649882
25108,14.84210348,72.73304193,28.64826866,clayey,4.462785172,4.569761158,34.81787087,0.846235952,34.48004173,43.46645825,356.5296311,11.59153631,0.775241102,brown,41.70337212,51.17013001
25111,23.56432676,90.83949685,29.13287161,sandy,7.641280583,2.29404692,26.88951272,0.863653425,198.7356118,30.49012169,209.636419,23.59562492,3.099536175,brown,44.98296452,56.26037561
25209,31.47652906,84.99860141,19.94661859,clayey,4.128898459,2.293908683,5.814894339,0.974385824,70.01069674,21.78102591,193.4862877,10.20380776,2.637721732,brown,27.95731723,36.79984632
25217,26.46630442,85.71155401,18.95502187,sandy,8.745780172,2.834160974,27.55616147,1.207783221,43.51701244,36.85471873,363.2188859,24.41838318,2.290546943,yellow,33.30232391,58.00840416
25301,11.00022943,96.23912675,13.29346468,loamy,5.162576166,7.535396204,22.48022905,1.104725442,11.19266616,49.05237353,376.6804091,28.96703237,1.816642254,black,43.96044783,55.17358685
25315,13.74670977,95.06895362,8.021098282,loamy,7.48808623,6.087958108,27.90518663,1.003957423,29.91829799,32.08448344,332.7170157,15.0062434,4.537591795,black,43.4617492,26.942402
25325,11.77172733,71.74264789,18.13885748,clayey,5.560558304,3.556467809,15.41155538,1.094343133,104.2244516,29.8398973,312.6025377,12.19824042,0.82498097,red,38.83498967,58.56491075
25362,29.96941336,75.91677772,8.383144919,loamy,4.85825088,4.210866136,7.736989295,1.213202248,76.68067188,43.09788122,335.624865,32.09604633,2.529153307,red,39.80405396,51.06823881
25385,11.10113259,72.86952599,13.85533564,clayey,6.133526664,9.827209379,16.0080116,1.028160012,100.8638164,32.40693229,309.9687027,13.22685245,2.398193605,red,47.44029597,46.75303024
25550,9.516027517,93.36555412,7.173055184,sandy,4.276457275,3.46594593,19.44947338,0.985328447,121.5740087,16.87648967,276.0779497,16.92746425,0.399870152,brown,45.90257731,26.83403165
25825,24.74407059,81.44408714,23.84390994,sandy,7.631895533,9.20560125,6.128966558,1.002281456,136.2580276,45.02995164,151.0768315,34.34261631,4.166476858,red,25.28188739,36.23877327
25929,8.556852069,79.92706434,29.73248422,sandy,8.297891738,4.791484778,10.4710539,1.034935174,114.8402453,23.94462396,224.4726641,36.71982015,3.752971709,black,35.36100351,31.52730987
26015,32.13094083,75.61569845,5.229986487,loamy,6.034158222,8.96751755,15.0849305,1.496852172,100.6534747,28.1733813,381.4535172,32.64410124,3.004775222,black,26.38664719,25.54896614
26121,26.61843123,89.29381184,24.15094047,sandy,6.242932828,6.349968671,23.24210847,1.519293269,124.0681589,31.57454568,361.6720277,13.91360123,0.741916982,black,26.1575297,31.84295521
26174,34.85691259,92.13206357,20.31093208,sandy,7.524173257,2.344501861,16.42006739,1.301286027,179.3458931,23.42438653,195.1899217,17.08444985,3.588668511,black,37.96379868,46.63398335
26181,23.94772623,92.34961838,27.86005559,sandy,5.043551298,3.303643799,17.07719658,1.165180638,90.12329642,39.37814785,220.9598244,18.21018471,3.131939611,brown,39.77606957,25.44147361
26205,24.10045018,76.59147906,16.8766495,loamy,4.356460083,9.30575304,28.03623396,1.142765087,15.24335394,40.24532706,182.8712324,17.63196677,0.293420322,red,48.29651064,47.83435213
26228,31.88087492,95.67703677,17.13826372,sandy,6.173341464,5.942144164,19.19387085,0.810708356,94.48759236,31.30667138,260.3796488,30.75175076,4.414625979,yellow,26.75633632,53.21265762
26288,14.14736454,78.92198727,8.703892459,clayey,6.901326306,2.297565283,12.71380676,1.328646153,184.3823423,26.9238031,366.7290654,21.83460929,1.146558799,red,34.03191188,22.59678723
26293,32.67973317,84.15772543,19.12290541,loamy,4.933853026,1.998636059,12.74677194,1.111995174,168.0978799,37.15394789,388.3983634,17.56744885,1.23873167,red,49.64419372,42.53614808
26328,18.63189746,88.82048235,19.90191374,clayey,4.603841312,8.664875714,12.69862789,1.089900661,40.31045326,30.33287468,166.3916407,10.077845,0.356319202,red,47.27024291,46.60308393
26436,19.41291522,81.64837129,7.833925205,sandy,6.800410709,5.880889462,23.91296061,0.938690811,34.67471876,18.49484126,119.1877911,22.55078188,4.16514413,yellow,45.69085145,56.26528154
26570,36.08730181,80.21780676,29.45530186,loamy,6.746150418,1.450401704,17.95508906,1.145517848,199.2691623,17.54472446,291.92113,20.3998689,4.647318928,brown,30.14583876,59.46327544
26634,29.4834481,89.12003914,16.41128544,clayey,6.836615938,5.757621137,30.15837551,1.417038105,56.85788895,42.03063023,389.3870167,29.1789631,2.393229342,yellow,44.39776907,47.32089998
26637,28.60140697,74.53835255,27.41095393,sandy,4.847835756,3.280341653,12.91082868,1.407432011,82.71781214,24.51436005,206.1341049,13.3555366,4.369195391,brown,46.19734677,23.01511154
26755,30.97056445,86.85401117,12.77708065,sandy,4.800530613,5.952974536,24.20277325,1.295112811,61.87925067,44.11677004,160.193744,28.77377775,2.942556731,black,28.30210163,59.15315091
26794,13.90832883,79.18239964,28.18964905,sandy,8.275971626,6.539291797,28.01715935,1.440119207,136.0982447,45.8294752,316.077101,14.53746641,2.220984094,brown,37.36228008,47.35010903
26858,25.87715099,72.44354207,19.35323335,clayey,8.160720037,8.168142954,28.36838152,0.898953589,65.74623007,40.16461059,259.2806846,33.4312131,1.371995176,red,33.60962212,41.06762678
26860,29.57428805,93.03171342,28.53686058,sandy,8.161855228,2.734045885,11.01176475,1.151079266,186.3953573,20.24906588,348.7864919,10.37914789,2.620551124,yellow,26.80883007,25.75719731
26915,10.29116998,90.31320256,25.72982494,loamy,6.353221101,1.05077539,12.22189059,0.833094481,172.5610474,20.51199486,234.8293374,35.45072459,2.555197645,red,44.97919021,38.88890662
26991,29.00178138,84.2110578,17.94875457,clayey,4.813897861,9.015975848,29.36279369,1.07756937,132.3443594,41.72350852,192.0993885,38.00017618,2.194762341,black,47.99586996,42.55978114
27051,18.3960222,91.55855796,26.79154124,sandy,6.463630287,6.24249693,17.99655499,1.408914494,177.8841354,28.40256683,346.6850081,29.49551678,0.119663244,brown,29.62730825,58.34965204
27105,26.53885812,81.9233862,12.79052249,clayey,5.010633459,5.006942745,12.90111925,0.945499835,186.059133,33.747532,202.9536052,20.15692927,4.301253931,red,46.98527749,40.89151955
27114,30.49039982,68.90806514,17.60824051,clayey,4.144174476,3.881281569,12.41463188,0.965941807,103.1775483,39.54537785,101.5561938,27.7433546,0.567090509,black,40.96221223,51.2405372
27217,28.18390598,72.50919252,25.65936221,sandy,6.715734211,3.37694557,28.30015223,1.132446602,188.1982815,28.16732912,328.8649317,24.46739629,1.287177737,red,33.84222503,30.50596654
27298,35.99388218,89.19437648,12.12673041,sandy,8.24037551,1.62823188,18.80415343,1.066894909,193.9679196,49.43514915,171.0784213,26.45973384,0.152741204,yellow,44.53829478,57.74393208
27360,26.32491033,69.12106904,24.13557904,sandy,8.876061541,2.81853362,27.44195838,0.941186836,165.3421398,28.2733408,169.3033343,32.3477704,4.366416739,red,45.55097642,34.40977655
27407,10.56925586,80.50347438,17.08911583,sandy,5.943054657,2.611970484,10.86328845,0.993236097,12.16929498,19.8938059,248.8375773,11.74728794,4.191117141,black,43.06524266,33.98812174
27411,13.06636453,95.49541161,29.00903548,clayey,4.460962486,9.287811777,18.52634334,1.124455585,177.7976766,26.04914552,214.7223115,20.17091661,0.232353751,brown,32.88407605,30.99458275
27427,29.00432645,82.64973941,17.49123755,clayey,7.343828527,4.227197002,8.683452206,1.046549231,162.4252573,13.55661669,318.6416784,23.18891444,1.317351157,yellow,39.7918894,21.29956315
27439,26.05692874,68.90140432,6.648467125,loamy,6.550701485,5.221072356,31.65125001,1.53448001,171.4868456,17.35436304,330.7256929,11.85502186,4.740069742,brown,41.19062082,56.39121699
27454,27.27534337,92.82950889,19.47906736,sandy,5.93345244,2.334290126,26.67206194,1.047233776,67.24132367,10.6962357,353.4277795,28.2905645,2.797646139,yellow,42.09781769,42.43399902
27465,28.36473962,69.10128876,16.77763331,clayey,7.792010102,4.669654579,11.85009899,1.565078292,173.3566603,12.63609233,229.3717067,33.11529762,2.336798431,black,27.35700541,32.46375153
27474,13.87236883,75.80903832,16.41521905,clayey,6.80466497,3.647538475,19.66933918,1.486486616,100.4033229,46.97344969,343.9388842,23.55356907,3.419155935,red,33.82591094,56.83900578
27532,18.71779569,89.58383543,25.00472765,loamy,6.031144145,5.546426601,29.03634477,1.17566102,135.1592369,41.89357135,397.0015662,19.26298036,4.149832431,black,25.61549947,41.04996465
27622,26.62542849,88.07435125,24.59796196,sandy,5.513962023,4.668068138,21.09312753,0.899321258,78.05158861,45.36323112,124.0495307,35.65161708,2.369551881,yellow,31.22802507,23.09194002
27791,16.83901611,82.91157041,16.33165958,sandy,5.996914688,8.793654657,31.58553531,0.845267269,101.6670297,46.69277524,149.3147803,27.98643455,1.063426608,black,41.12720667,26.42090197
27880,10.05744453,79.05875683,28.8469666,sandy,5.615748351,5.426591845,6.625693995,1.248082775,88.27681342,12.00933726,274.2644185,33.01328573,1.202567211,brown,43.76940851,59.26474047
27917,12.47240285,95.15771659,19.46509255,sandy,7.194488111,4.470632829,16.79297652,0.941070176,69.1487202,33.82838756,192.3394808,24.42144297,4.929903197,black,40.8376987,42.17799075
28106,21.71038391,81.67034973,6.759936293,sandy,7.522832275,7.770267252,26.50435318,1.210379849,75.40616807,11.17661047,311.7482617,29.22406294,4.50576286,black,34.7833806,26.4563094
28301,33.18382822,83.26445759,8.105495429,loamy,5.199689794,8.166023893,5.030504044,1.552002801,92.90060286,46.3980207,399.369537,11.70700277,1.079904325,yellow,37.03515009,24.91597271
28342,19.82574811,70.34352426,11.14602352,sandy,8.822373312,3.755749413,18.40964007,1.053480035,70.45456758,39.78943091,193.9852737,26.91707096,4.091864818,red,35.35291222,52.80600968
28352,27.72594126,89.58716309,8.13421652,loamy,4.169706268,6.360567661,34.8803041,1.255728354,152.9711807,32.16290834,230.0174892,16.64564121,2.229836802,brown,45.27226331,54.41052863
28397,10.08328976,84.72454901,16.84426083,clayey,4.400597542,7.578241073,7.056132669,0.870230475,60.9644212,20.94412914,245.6059596,28.59648426,3.619816318,black,32.88282723,53.95693148
28473,35.7107013,79.21751123,21.22751715,sandy,7.469194372,3.551823826,19.77555488,0.91392943,10.63179299,33.69905271,262.5418213,36.73301993,0.342990065,red,43.22025327,53.19659772
28489,12.41099474,92.81034331,15.9342729,sandy,4.006198593,2.940302448,13.58990424,1.566442983,81.27700677,22.31435551,167.1382212,14.44884358,2.678813499,red,42.94624529,23.32820162
28601,28.01718544,86.98478094,22.60787024,clayey,5.139328145,8.544134001,15.1820859,1.35405746,38.92984672,19.80757143,114.1719445,18.11590814,4.822880116,brown,48.7096595,43.17040641
28652,9.051151944,75.28380714,20.72935385,loamy,6.954187915,8.017469926,29.0329618,0.946108379,86.39314637,31.22563677,288.5906093,18.21853288,2.829230576,black,46.79644502,34.64019593
28654,35.21548942,94.60274457,13.40506387,loamy,5.643063498,7.514249999,32.29450922,1.516882781,33.57322563,24.05779235,220.7717277,31.72739977,4.80856723,brown,44.33723109,47.89100411
28660,21.99574542,89.08668871,22.96310747,clayey,7.159683237,3.19608206,10.01033849,1.528390684,30.85178234,47.93421288,350.2697872,16.68125428,0.825918685,black,26.93274552,51.9435074
28706,8.00157878,95.2596143,18.90289034,loamy,4.208967782,6.661001332,33.22942528,1.00556583,55.98552685,46.20055272,294.7192173,24.47123581,3.681037295,black,44.79238018,48.40871615
28851,13.19313374,93.16074755,12.33290455,loamy,7.877885018,9.116670917,29.09979826,0.893820697,124.4433723,47.56648876,237.0874534,38.92632447,0.162171688,black,32.0086732,34.69476389
28898,26.33930019,87.52723069,14.34933171,loamy,7.505241778,7.922426153,12.99839878,1.291823015,149.1497005,36.72099433,169.1888539,23.74801385,0.451432246,black,33.93102684,44.97462748
28923,8.439642005,81.56945537,11.11244832,clayey,8.014928034,8.402450419,16.69201668,1.033383826,195.0478975,18.00362947,279.8526873,23.33148309,4.106546276,brown,43.68448657,39.23120545
28978,16.73270199,75.99254576,10.70020867,loamy,5.617519428,4.283077534,8.560575708,1.1122078,91.45398051,47.00907161,382.9393902,33.06475136,2.678047274,red,34.01155236,38.95141905
29006,33.63237673,93.82362241,17.83669884,loamy,6.676555825,1.609451904,27.38533371,1.334499157,66.76094737,18.90233268,338.3742879,29.53017245,1.881851498,yellow,39.29216012,33.07681412
29042,27.70276269,77.47627139,17.71301905,clayey,8.485748536,5.688577792,28.67852729,1.363361489,142.6011988,37.46316403,199.1260677,37.85360724,1.96143444,red,25.90655999,36.72511372
29069,11.25545356,73.87121049,7.501683352,clayey,8.06915756,9.04435053,13.7338786,0.860848874,77.17856206,28.35662794,290.4949713,27.59369255,4.96045898,black,26.98083365,41.69714709
29278,31.35373395,71.16447754,15.52464679,clayey,6.809585654,2.168703996,18.57431426,1.174589042,116.1573297,33.00093855,351.5162663,15.78806785,4.539258031,yellow,37.09751404,23.02145991
29279,26.32023501,75.33703353,10.47065896,clayey,8.738329662,1.544444473,22.66836736,1.00884411,24.79925887,44.74880499,340.0444356,18.58113303,0.87896409,red,47.9247187,49.37305882
29483,8.483031761,87.28370081,8.232551726,sandy,5.590931762,3.73783044,28.01335946,1.077978313,165.0496154,18.25977395,296.1280551,24.63468888,3.924047603,yellow,33.87714618,54.96740576
29510,23.60579207,89.07201696,12.5712738,loamy,5.027598437,6.702704668,16.15964977,1.512536971,136.0538299,33.94628444,397.3197717,32.7703277,4.798687112,yellow,29.99005337,42.51698181
29578,15.96563165,71.69487397,5.972617369,sandy,8.808797209,9.611316285,10.69209301,1.110668053,35.5924939,33.15864717,346.7578987,30.05590157,2.428313172,red,42.51131231,39.8380561
29634,20.3305551,77.57009094,8.16379279,clayey,7.835491429,4.168307622,16.03239825,1.463070944,109.0366134,35.78779125,264.5870084,10.3830958,3.35440084,yellow,25.39943813,28.69762197
29702,22.17293305,78.48890879,13.49338397,sandy,4.054286333,1.960324983,26.00713141,1.320838293,157.1121841,45.05256883,313.3903179,18.4343331,1.899304964,brown,44.13648756,33.58997168
29764,33.73933094,90.16048883,29.35738152,loamy,8.514984083,2.738964033,7.797214405,1.098320089,56.38722414,10.15082954,382.280043,23.06352457,2.765288945,black,45.57695898,36.39427879
29829,36.08248976,79.3222088,5.905503455,sandy,8.21323431,3.977989138,16.68645457,1.200068623,139.8850475,15.96766388,296.0847389,36.92922812,1.626691956,black,47.42403412,27.16432985
29934,28.8948402,81.41388737,25.38124762,loamy,5.413898337,8.627495691,14.88443718,0.819644171,153.5907295,45.78822934,113.0376704,15.88056439,3.764236539,brown,35.54471519,55.42110792
29956,34.08966892,90.87226675,18.82321669,clayey,7.614524882,9.54835948,5.41088585,1.210432544,150.6358992,18.8754238,221.2769598,16.35570427,2.982214302,yellow,25.05709997,55.70114895
29964,11.86697602,72.97535651,29.88215223,sandy,6.494562776,4.966383815,23.90148035,1.236097481,105.2443344,19.90181476,183.3076726,14.09676944,1.676767445,yellow,48.44078143,37.98668836
29986,19.38747013,68.08973852,22.26246127,clayey,8.364727505,2.156651014,25.69509194,1.206025671,160.989878,40.89122156,223.3083248,28.3276765,3.932263537,red,26.3264791,35.04061736
30005,15.81415488,86.5609234,27.93956121,loamy,4.715957326,3.900811039,6.206371792,0.836480239,146.9901222,13.97531566,376.4054528,24.80023084,2.897912388,black,46.76462792,24.18550531
30049,14.76556556,89.21333553,20.53861774,clayey,6.407281788,3.625253678,34.32227811,1.519220146,39.6029179,34.65349453,319.314908,39.88666201,0.530843491,red,36.50061995,54.70624706
30092,33.24089911,79.82315396,9.422376136,sandy,5.93019777,3.250535557,34.0407704,1.484843208,38.27925181,21.60080882,327.6202015,27.432871,3.552041097,brown,29.59637486,50.15504511
30165,13.20221187,82.6268692,26.85128719,clayey,6.457989237,4.405082748,20.18962137,0.997615232,32.41962931,11.13358642,304.5152087,11.25759001,2.787276124,black,35.70910817,27.70330676
30391,30.12306821,74.06541444,17.2138613,sandy,7.871010665,7.065051906,12.71665314,1.44451616,186.1307225,10.2908128,399.1543384,24.93311032,0.822258801,yellow,42.3358017,41.4133643
30643,31.12060312,76.66408207,16.14241889,sandy,6.35600543,6.390896593,13.95186321,1.381268082,57.33160967,34.45682945,221.0193656,14.42521714,1.096634794,black,32.78601174,42.71508238
30883,8.415980411,76.07179291,17.01369815,sandy,6.766472282,1.024223054,31.61707052,1.406770645,35.12840755,10.63367482,341.3455332,39.76900255,1.269542187,brown,36.49655716,28.58493906
30913,19.84378937,72.78074399,16.39913771,loamy,4.79737747,6.798429241,28.79191529,1.351571167,98.22304006,45.13754331,176.66173,38.459007,3.106476541,black,40.13948221,52.60945646
31007,21.82175829,73.03726952,9.630272595,clayey,8.979749641,5.676291182,29.70656063,1.230173079,193.6653242,44.95327576,186.7774213,12.50178897,1.004965996,brown,38.68673825,31.33437013
31037,8.394663383,93.02288949,16.29125395,clayey,5.019439661,2.313835285,25.62910612,1.508556839,37.06166161,42.59423385,309.1751706,38.59794068,4.938547632,brown,37.67516362,54.23663477
31173,33.21715329,94.24491574,16.54288956,sandy,8.574737664,5.121285481,24.59395404,1.076698493,110.1952409,22.77784774,353.7913978,28.5012968,3.127522657,brown,30.80784412,24.18608172
31213,31.10430487,76.61176794,19.53737339,sandy,5.368322059,5.391569841,31.89064951,0.975639937,87.52281092,39.42458374,246.9367014,29.10624267,0.285384715,yellow,49.69403131,21.4958737
31351,36.36420987,92.46096035,24.99264753,loamy,4.687220206,7.936911075,6.752494138,1.068700782,75.15291987,10.0568241,259.2993616,37.80296027,4.090609377,red,26.20446708,56.04108105
31442,14.34146901,81.63588407,14.97095514,loamy,4.087684482,6.310618585,33.07984233,1.004550188,143.7724165,31.08115067,161.7039901,12.74937897,1.91250108,brown,29.51006768,31.39883158
31511,12.13272756,88.7284105,5.001491056,loamy,6.399103116,7.619206519,17.73837641,1.193397718,196.0522114,35.40550976,234.3286967,20.44691773,4.070177184,brown,34.5479735,44.57873698
31554,27.52823083,78.62292996,8.402397173,sandy,4.222042147,5.338589762,32.04064005,1.368843811,99.31810922,22.96490033,110.5792564,29.95610728,4.543339926,yellow,45.41412924,30.18231022
31557,27.46274075,89.41602243,20.63491725,loamy,6.093282925,1.773518042,18.93529835,1.49693825,52.74463323,30.24275278,105.3401607,13.5019045,0.219756049,yellow,49.04277041,20.70126243
31621,18.66759665,94.59119482,12.49887082,sandy,6.004087916,3.152518283,13.14328764,0.997720348,56.2450455,25.53899719,177.6499726,20.71888238,3.799277295,black,36.39648254,39.51969505
31624,26.44126504,74.2641257,26.13514398,sandy,6.984059003,8.196305014,15.67317863,1.386400041,168.5149764,28.24721249,386.5115297,18.39892969,1.023678565,yellow,44.62431804,37.78782536
31810,14.09613422,79.59143639,11.37366991,loamy,5.142689534,3.651855284,17.83498844,1.163230186,100.6154292,15.27579246,171.4153226,22.5596061,4.868818614,brown,47.15285563,42.1464399
31992,16.23992559,82.59718118,11.84070117,clayey,4.43243023,5.971896999,16.07329852,1.126240876,105.0247648,22.71931298,187.5552687,20.31721823,1.539783102,yellow,40.4846415,53.77981688
32043,31.66393172,68.68337345,7.109138651,loamy,8.03081566,5.071924976,33.51503313,0.800232267,147.3864873,21.95491709,173.0855473,21.01179219,2.591139911,brown,37.98214231,55.28441095
32051,32.51455064,93.54982721,29.19688515,clayey,8.651015655,3.856961269,9.971504937,1.293545666,187.6725229,26.43164048,324.4522456,12.11768002,3.489379499,red,32.12504174,45.95911254
32063,29.86142703,93.40752025,24.86104297,clayey,5.319800462,1.449277826,12.20882462,0.883459575,158.9739828,11.03930126,158.0335434,24.50553543,4.219090791,yellow,31.68956993,47.10925822
32094,36.72522049,89.92323927,5.105147038,loamy,8.378763945,8.668034684,30.22901882,1.070419415,77.8675196,45.18307498,103.929435,16.12607757,2.764357328,yellow,31.34939961,49.76383644
32181,22.32302249,68.15155094,19.81173914,sandy,8.055661251,3.368057992,23.92451076,1.324793029,52.62630786,33.18863911,341.0544915,20.46697459,1.785572057,black,42.35859696,35.4335
32241,28.85462045,70.83890399,23.75591246,loamy,8.714820467,1.618037067,21.57940484,0.922362173,30.54590281,32.04139917,304.451787,37.21922011,0.747161296,yellow,43.69038358,22.09168129
32304,33.49727849,95.00980412,19.74724032,loamy,5.573013485,9.601435807,14.79917041,0.800585151,27.70329031,39.00275219,246.0298949,23.87308055,4.626303893,red,40.5481423,40.66943968
32305,34.13111684,76.06700154,7.493852767,clayey,7.159975042,1.47718241,33.91207143,1.148005656,134.6078728,29.42008239,310.5311718,28.93332998,2.75601165,brown,42.40681712,36.41697224
32467,32.31484057,84.62716471,24.72707209,loamy,4.027103777,4.375057152,6.855850766,1.52984794,156.9346959,31.88511828,160.9074598,23.58894237,4.277788019,brown,27.03275621,34.48464443
32631,13.73726695,78.13751713,19.45957717,sandy,7.410419686,2.020236584,10.95914861,1.198941028,180.444387,19.35325823,346.3784039,32.76924154,1.359658491,yellow,32.96306059,25.31421288
32654,17.72084586,69.79891884,27.73280093,sandy,7.925117286,7.944083559,29.97307903,0.838373167,90.19366401,10.02379618,382.0776026,39.97253467,1.696674874,yellow,41.98713256,42.43799204
32672,8.628244182,76.27728945,28.38143324,clayey,5.70566876,4.535254841,5.285917604,1.525392222,179.5435008,28.31954481,324.3877413,30.57296439,1.070378826,black,40.56403859,46.04241109
32778,9.555021252,79.95093127,29.85650537,sandy,5.886501541,1.534966852,5.116931502,1.221715951,166.8194616,41.94107805,121.822819,22.47285592,2.82196499,brown,41.9108894,50.13985512
32784,24.53872068,71.22610092,25.39362093,clayey,4.474546417,1.575086859,5.609114331,1.294904516,82.30154651,43.20460087,197.5054294,10.54917803,2.967809324,brown,46.3130576,27.6680389
32797,14.90638918,68.61898389,7.491303127,loamy,5.142642727,3.055846196,25.76528643,1.519012924,181.5789569,33.33526216,190.7714701,35.24303025,3.491292391,yellow,28.64375944,41.63719476
32889,13.24396333,84.79818326,16.86548609,clayey,7.318417815,9.211073412,10.82497275,1.046139151,116.204202,33.3236665,392.9104297,10.58935096,2.503051547,brown,37.00212268,48.81591738
32910,30.20390476,96.91733971,26.92342434,sandy,4.343511724,3.465469522,33.7747591,1.191210967,124.5942577,27.58983034,309.7600865,35.59984075,2.156373343,black,31.01629699,41.30117162
32958,21.40022106,84.00018738,6.41434375,loamy,6.770027318,5.719013524,22.62428322,1.545371705,182.90764,17.82606472,310.8909143,10.56708844,4.158285168,black,46.99375343,38.7492519
32976,14.00071711,93.70039962,21.98674974,loamy,5.386274453,8.577306588,34.17647368,1.180710714,150.1494685,27.43777202,398.1394197,12.03609447,3.678340857,black,38.488978,56.48641262
33017,20.68139498,87.01166745,16.00456706,sandy,7.227183068,7.567808961,34.4234465,1.151411712,191.681696,33.96894242,210.1001913,12.80163289,4.123994065,black,36.09199709,57.60345248
